Node ID,Degree,Modularity class,Betweenness centrality,Closeness centrality
"Wilson, Julie Carol",1,8,0,0.253317
"Beachy, John Allen",1,10,0,0.254059
"Bertolo, Riccardo",1,10,0,0.254059
"Carter, Terry Allen",1,10,0,0.254059
"Finozhenok, Dmitry",1,10,0,0.254059
"Huang, Yun Bao^1",1,10,0,0.254059
"Loewner, Charles",1,10,0,0.252917
"Nehari, Zeev",1,10,0,0.252917
"Pinchuk, Bernard",1,10,0,0.252917
"Ratschek, Helmut",1,10,0,0.254351
"Ai, Jizhou",1,2,0,0.257635
"Akyildiz, Ian Fuat",1,2,0,0.257635
"Alsaber, Ray",1,2,0,0.257635
"Amano, Hideharu",1,2,0,0.257635
"Baciu, George",1,2,0,0.257635
"Baclawski, Kenneth P.",2,2,0,0.257952
"Batallones, Amy",1,2,0,0.257635
"Bose, Amitabha",1,2,0,0.257635
"Brown, Stuart",1,2,0,0.257635
"Budin, Gerhard",1,2,0,0.257635
"Cao, Feng^1",1,2,0,0.257635
"Casanova, Henri",1,2,0,0.257635
"Chang, Hsiu-Ming",1,2,0,0.257635
"Chen, Fang-An",1,2,0,0.257635
"Chen, Gen Huey",1,2,0,0.257635
"Chen, Kuang-Chi",1,2,0,0.257635
"Chen, Wei-Mei",1,2,0,0.257635
"Chen, Yen-Fu",1,2,0,0.257635
"Cheng, Ying",1,2,0,0.257635
"Chow, Wei-Yuan",1,2,0,0.257635
"Chu, Chao-Hsien",1,2,0,0.257635
"Chuang, Han-Yu",1,2,0,0.257635
"Chung, Soon Myoung",1,2,0,0.257635
"Chung, Yun-Sheng",1,2,0,0.257635
"Dayya, David",1,2,0,0.257635
"Deng, Yong",1,2,0,0.257635
"Dong, Tse-Ping",1,2,0,0.257635
"Duh, Dyi Rong",1,2,0,0.257635
"Fang, Xin Gui",1,2,0,0.257635
"Fei, Yulian",1,2,0,0.257635
"Grammatikakis, Miltos D.",1,2,0,0.257635
"Ho, Tung Yang",1,2,0,0.257635
"Horiguchi, Susumu",1,2,0,0.257635
"Hsiang, Jieh",1,2,0,0.257635
"Hsu, Jeh-Ting",1,2,0,0.257635
"Hsu, Kai-Cheng",1,2,0,0.257635
"Huang, Chuen-Der",1,2,0,0.257635
"Huang, Chun-Hsi",1,2,0,0.257635
"Huang, Hejiao",1,2,0,0.257635
"Huang, Hua-Min",1,2,0,0.257635
"Huang, Kuan-Tsae",1,2,0,0.257635
"Huang, Runhe",1,2,0,0.257635
"Huang, Yu-Cheng",1,2,0,0.257635
"Hwang, Lihui",1,2,0,0.257635
"Ishizuka, Mitsuru",1,2,0,0.257635
"Ito, Takehito",1,2,0,0.257635
"Jin, Ming-Hui",1,2,0,0.257635
"Kajitani, Yoji",1,2,0,0.257635
"Kao, Cheng-Yan",1,2,0,0.257635
"Kinsner, Witold",1,2,0,0.257635
"Kintos, Nickolas",1,2,0,0.257635
"Koibuchi, Michihiro",1,2,0,0.257635
"Kristal, Bruce S.",1,2,0,0.257635
"Lam, Kwok-Yan",1,2,0,0.257635
"Lee, Chain-Wu",1,2,0,0.257635
"Lee, Chih-Kung",1,2,0,0.257635
"Lee, Ren-Guey",1,2,0,0.257635
"Li, Qiao",1,2,0,0.257635
"Li, Win-Zing",1,2,0,0.257635
"Li, Yanjun",1,2,0,0.257635
"Liaw, Sheng-Chyang",1,2,0,0.257635
"Lin, Cheng-Kuan",1,2,0,0.257635
"Lin, Chin-Teng",1,2,0,0.257635
"Lin, Chun-Yuan",1,2,0,0.257635
"Lin, Guohui",1,2,0,0.257635
"Lin, Ken-Li",1,2,0,0.257635
"Lin, Po-Tsun",1,2,0,0.257635
"Lin, Yen-Jen",1,2,0,0.257635
"Liu, Chun-Yi",1,2,0,0.257635
"Liu, Hongfang",1,2,0,0.257635
"Liu, Hongzhi",1,2,0,0.257635
"Lyons, Damian M.",1,2,0,0.257635
"Lyuu, Yuh-Dauh",1,2,0,0.257635
"Ma, Jianhua",1,2,0,0.257635
"Ma, Qiang",1,2,0,0.257635
"Matsuda, Tetsuya",1,2,0,0.257635
"Matsutani, Hiroki",1,2,0,0.257635
"McGrath, Dougan J.",1,2,0,0.257635
"McMunn-Coffran, Cameron",1,2,0,0.257635
"Mesterharm, Chris",1,2,0,0.257635
"Milner, John N.",1,2,0,0.257635
"Mizoguchi, Fumio",1,2,0,0.257635
"Montero, Franklin",1,2,0,0.257635
"Mott, Brian",1,2,0,0.257635
"Mulia, Darius A.",1,2,0,0.257635
"Murata, Kentaro",1,2,0,0.257635
"Nadim, Farzan",1,2,0,0.257635
"Nishida, Toyoaki",1,2,0,0.257635
"Nusbaum, Michael P.",1,2,0,0.257635
"Okamoto, Eiji",1,2,0,0.257635
"Palumbo, Andrew",1,2,0,0.257635
"Paolercio, Elena",1,2,0,0.257635
"Peng, Chien-Hua",1,2,0,0.257635
"Peterson, Bradley S.",1,2,0,0.257635
"Quan, Dang Minh",1,2,0,0.257635
"Rajasekaran, Sanguthevar",1,2,0,0.257635
"Rogers, Douglas G.",1,2,0,0.257635
"Sanchez, Kilby",1,2,0,0.257635
"Schweikert, Christina",1,2,0,0.257635
"Shapiro, Jacob",1,2,0,0.257635
"Shen, Hao^1",1,2,0,0.257635
"Shen, Tsai-Wei",1,2,0,0.257635
"Shi, Ningtao",1,2,0,0.257635
"Shieh, Yuh-Pyng",1,2,0,0.257635
"Shih, Yuan-Kang",1,2,0,0.257635
"Shimojo, Shinsuke",1,2,0,0.257635
"Sibeyn, Jop F.",1,2,0,0.257635
"Skelsey, Charles R.",1,2,0,0.257635
"Stroz, Edward M.",1,2,0,0.257635
"Sturm, Andrea",1,2,0,0.257635
"Sugawara, Kenji",1,2,0,0.257635
"Sun, Chen",1,2,0,0.257635
"Taksa, Isak",1,2,0,0.257635
"Tan, Jimmy J. M.",1,2,0,0.257635
"Tang, Chuan Yi (Chun-Yi)",1,2,0,0.257635
"Tian, Ye",1,2,0,0.257635
"Tisher, Dan",1,2,0,0.257635
"Torrents, Martin",1,2,0,0.257635
"Tsai, Roger",1,2,0,0.257635
"Tsumoto, Shusaku",1,2,0,0.257635
"Usandivaras, Carlos",1,2,0,0.257635
"Vergara, Alfonso",1,2,0,0.257635
"Wang, Liang",1,2,0,0.257635
"Wang, Tse-Yi",1,2,0,0.257635
"Wang, Xiao Feng",1,2,0,0.257635
"Wang, Yan^3",1,2,0,0.257635
"Wang, Yang",1,2,0,0.257635
"Wang, Yingxu",1,2,0,0.257635
"Wei, David S. L.",1,2,0,0.257635
"Weiss, Gary M.",1,2,0,0.257635
"Wu, You-Rui",1,2,0,0.257635
"Wu, Zhonghai",1,2,0,0.257635
"Xu, Dongrong",1,2,0,0.257635
"Xu, Jun Ming",1,2,0,0.257635
"Xu, Ke Jing",1,2,0,0.257635
"Yamada, Yutaka",1,2,0,0.257635
"Yang, Chiao Yun",1,2,0,0.257635
"Yang, Jinn-Moon",1,2,0,0.257635
"Yang, Laurence Tianruo",1,2,0,0.257635
"Yao, Huiping",1,2,0,0.257635
"Yao, Lihan",1,2,0,0.257635
"Yens, David",1,2,0,0.257635
"Yi, Xun",1,2,0,0.257635
"Zhang, Du",1,2,0,0.257635
"Zhang, Xian Mo",1,2,0,0.257635
"Zhang, Xing",1,2,0,0.257635
"Zheng, Jun",1,2,0,0.257635
"Bernhart, Frank Reiff",1,10,0,0.254564
"Hunter, Rachel",1,10,0,0.254564
"Kurkova, Vera",1,10,0,0.254564
"Overbay, Shannon",1,10,0,0.254564
"Sanguineti, Marcello",1,10,0,0.254564
"Sirisaengtaksin, Ongard",1,10,0,0.254564
"Vogt, Andrew",1,10,0,0.254564
"Anderson, Ann",1,10,0,0.257003
"Boyd-Graber, Jordan",1,10,0,0.257003
"Bunt, Andrea",1,10,0,0.257003
"Cannon, Elizabeth",1,10,0,0.257003
"Cavers, Ian A.",1,10,0,0.257003
"Chan, Vania",1,10,0,0.257003
"Chen, Grace",1,10,0,0.257003
"Conati, Cristina",1,10,0,0.257003
"Dai, James",1,10,0,0.257003
"Davidson, Kelly",1,10,0,0.257003
"Davies, Rhian",1,10,0,0.257003
"Deschenes, Claire",1,10,0,0.257003
"Duplantis, Willa",1,10,0,0.257003
"Findlater, Leah",1,10,0,0.257003
"Fisher, Brian",1,10,0,0.257003
"Frize, Monique",1,10,0,0.257003
"Gauthier, James",1,10,0,0.257003
"Graf, Peter",1,10,0,0.257003
"Graves, David",1,10,0,0.257003
"Gribble, Steven D.",1,10,0,0.257003
"Hoover, H. James",1,10,0,0.257003
"Hsu, David",1,10,0,0.257003
"Inkpen, Kori M. (Quinn)",1,10,0,0.257003
"Kin, Kenrick C.",1,10,0,0.257003
"Law, Edith",1,10,0,0.257003
"Lawry, Joan",1,10,0,0.257003
"Lee, Joshua Y.",1,10,0,0.257003
"Leroux, Steve",1,10,0,0.257003
"Leveson, Nancy G.",1,10,0,0.257003
"Ma, Xiaojuan",1,10,0,0.257003
"MacGregor, Eve",1,10,0,0.257003
"Mackey, Lester W.",1,10,0,0.257003
"McGrenere, Joanna",1,10,0,0.257003
"Meech, John",1,10,0,0.257003
"Moffatt, Karyn",1,10,0,0.257003
"Muldner, Kasia",1,10,0,0.257003
"Mumey, Brendan",1,10,0,0.257003
"Ndunda, Mutindi",1,10,0,0.257003
"Ng, Michele",1,10,0,0.257003
"Nikolova, Sonya S.",1,10,0,0.257003
"Nyhus, Crystal",1,10,0,0.257003
"Nyman, Kathryn L.",1,10,0,0.257003
"Phillips, Eileen",1,10,0,0.257003
"Popowich, Fred",1,10,0,0.257003
"Purves, Barbara",1,10,0,0.257003
"Rodeh, Michael",1,10,0,0.257003
"Sedig, Kamran (Sedighian)",1,10,0,0.257003
"Sevcik, Kenneth C.",1,10,0,0.257003
"Simard, Carolyn",1,10,0,0.257003
"Stafford, Katie",1,10,0,0.257003
"Su, Francis Edward",1,10,0,0.257003
"Sullivan, Hillary",1,10,0,0.257003
"Super, Douglas",1,10,0,0.257003
"Sze, Jason",1,10,0,0.257003
"Tremaine, Marilyn (Mantei)",1,10,0,0.257003
"Upitis, Rena",1,10,0,0.257003
"Westrom, Marvin",1,10,0,0.257003
"Westrom, Mary",1,10,0,0.257003
"Whitney, Telle",1,10,0,0.257003
"Williams, F. Mary",1,10,0,0.257003
"Wong, Alice",1,10,0,0.257003
"Wong, Karen",1,10,0,0.257003
"Wu, Michael",1,10,0,0.257003
"Wu, Troy",1,10,0,0.257003
"Yang, Sarah",1,10,0,0.257003
"Yannakakis, Mihalis",1,10,0,0.257003
"London, David",2,8,0,0.254485
"Marcus, Marvin D.",1,8,0,0.254407
Maxfield John E.,1,8,0,0.254407
"Moyls, Benjamin Nelson",1,8,0,0.254407
"Sathre, Leroy",1,8,0,0.254407
"Berger, Tobias",1,10,0,0.254037
"Castryck, Wouter",1,10,0,0.254037
"Kowalski, Emmanuel",1,10,0,0.254037
"Milicevic, Djordje",1,10,0,0.254037
"Nelson, Paul D.",1,10,0,0.254037
"Paldi, Eytan",1,10,0,0.254037
"Polymath, D. H. J.",1,10,0,0.254037
"Sutherland, Andrew V.",1,10,0,0.254037
"Templier, Nicolas",1,10,0,0.254037
"Xie, Xiao Feng^2",1,10,0,0.254037
"Rogers, Thomas D.",1,3,0,0.253011
"Coulter, Edwin",1,10,0,0.253813
"Evans, Benny D.",1,10,0,0.253813
"Hare, David R.",1,10,0,0.253813
"Kenelly, John W., Jr.",1,10,0,0.253813
"Lawrence, James F.",1,10,0,0.253813
"Ludescher, William H.",1,10,0,0.253813
"Mauldin, Nancy S.",1,10,0,0.253813
"Smith, Charles R.",1,10,0,0.253813
"Stavrakas, Nick M.",1,10,0,0.253813
"Thompson, George Gerald",1,10,0,0.253813
"Banach, Stefan",2,9,0.000001,0.253657
"Boron, Leo F.",1,9,0,0.253373
"Goetz, Abraham",1,9,0,0.253373
"Hulanicki, Andrzej",1,9,0,0.253373
"Meyer, Yves F.",1,9,0,0.253373
"Deinert, Erhard",1,10,0,0.252856
"Hofmeister, Gerd Rolf",1,10,0,0.252856
"Stohr, Alfred",1,10,0,0.252856
"Zollner, Joachim",1,10,0,0.252856
"Cowen, Robert H.",2,10,0,0.253478
"Steinberg, Arthur",2,10,0,0.253478
"Chen, Zhong Su",1,10,0,0.2534
"Christopher, Peter R.",1,10,0,0.2534
"Conlon, Margaret M.",1,10,0,0.2534
"Falidas, Maria",1,10,0,0.2534
"Farrell, Edward J.",1,10,0,0.2534
"Forde, Mary Jane",1,10,0,0.2534
"Gargano, Michael L.",1,10,0,0.2534
"Gewirtz, Allan",1,10,0,0.2534
"Gross, Robert Howard",1,10,0,0.2534
"Haigh, Claude W.",1,10,0,0.2534
"Hall, Charles Allan",1,10,0,0.2534
"Kahan, Steven J.",1,10,0,0.2534
"Mandziuk, Malgorzata T.",1,10,0,0.2534
"McIlwaine, Susan",1,10,0,0.2534
"Nikolakos, P. N.",1,10,0,0.2534
"Servatius, Brigitte",1,10,0,0.2534
"Servatius, Herman",1,10,0,0.2534
"Stern, Joseph",1,10,0,0.2534
"Wahid, Shanaz A.",1,10,0,0.2534
"Wexler, P. J.",1,10,0,0.2534
"Yamush, Martin L.",1,10,0,0.2534
"Christol, Gilles",1,3,0,0.253189
"Keane, Michael S.",1,3,0,0.253189
"Nagasaka, Kenji",1,3,0,0.253189
"Fisher, Emanuel",1,3,0,0.252928
"Kwizak, Michael",1,3,0,0.252928
"Lane, Norman D.",1,3,0,0.252928
"Singh, K. K.",1,3,0,0.252928
"Turgeon, Jean M.",1,3,0,0.252928
"Bissinger, Barnard H.",1,10,0,0.252995
"Edelstein, Michael",1,10,0,0.252995
"Hill, John D.",1,10,0,0.252995
"Stewart, Bonnie M.",1,10,0,0.252995
"Dyson, Freeman J.",1,10,0,0.253662
"Eddhu, Satish",1,10,0,0.253662
"Everett, Hugh",1,10,0,0.253662
"Griffeath, David",1,10,0,0.253662
"Kleber, Michael",1,10,0,0.253662
"Mortenson, Eric Todd",1,10,0,0.253662
"Yamaoka, Kenya",1,10,0,0.253662
"Fulton, Curtis M.",2,10,0,0.252989
"Galovich, Steven",1,10,0,0.252984
"Hamaker, William",1,10,0,0.252984
"Kasimatis, Elaine Ann (Rooney)",1,10,0,0.252984
"Mead, David G.",1,10,0,0.252984
"Moldenhauer, Joanne",1,10,0,0.252984
"Szabo, Sandor",1,10,0,0.252984
"Wexler, Anthony Stein",1,10,0,0.252984
"Cherifi, Rachid",1,10,0,0.25397
"Chevalier, O.",1,10,0,0.25397
"Honkala, Iiro S.",1,10,0,0.25397
"Janaqi, Stefan",1,10,0,0.25397
"Jorrand, Philippe",1,10,0,0.25397
"Khelladi, Abdelkader",1,10,0,0.25397
"Laborde, Jean-Marie",1,10,0,0.25397
"Lagraula, Xavier",1,10,0,0.25397
"Lobstein, Antoine-Christophe",1,10,0,0.25397
"Mollard, Michel",1,10,0,0.25397
Nguyen Huy Xuong,1,10,0,0.25397
"Semri, Ahmed",1,10,0,0.25397
"Sun, Shi Xin",1,10,0,0.25397
"Tchuente, Maurice",1,10,0,0.25397
"Zemor, Gilles",1,10,0,0.25397
"Zighem, Ismail",1,10,0,0.25397
"Apagyi, Barnabas",1,3,0,0.253345
"Avdonin, Sergei Anatolievic",1,3,0,0.253345
"Kiss, Marton",1,3,0,0.253345
"Loi, Nguyen Hui",1,3,0,0.253345
"Palmai, Tamas",1,3,0,0.253345
"Sovegjarto, Andras",2,3,0,0.254199
"Alimov, Shavkat Arifdzhanovich",1,3,0,0.254166
"Avdonin, Sergei A.",1,3,0,0.254166
"Baron, Simson",1,3,0,0.254166
"Bruj, I. N.",1,3,0,0.254166
"Bukszar, Jozsef",1,3,0,0.254166
"Csernyak, Laszlo",1,3,0,0.254166
"Forgo, Ferenc",1,3,0,0.254166
"Gedeon, Tamas D.",1,3,0,0.254166
"Gyorfi, L.",1,3,0,0.254166
"Il'in, Vladimir Aleksandrovich",1,3,0,0.254166
"Ismatullaev, Shukhrat A.",1,3,0,0.254166
"Ivanov, Sergei A.",1,3,0,0.254166
"Kassay, Gabor",1,3,0,0.254166
"Koczy, Laszlo T.",1,3,0,0.254166
"Lazetic, Nebojsa L.",1,3,0,0.254166
"Liflyand, Elijah R.",1,3,0,0.254166
"Minkin, Arcady M.",1,3,0,0.254166
"Moser, Bernhard A.",1,3,0,0.254166
"Nadai, Laszlo",1,3,0,0.254166
"Nersesyan, A. B.",1,3,0,0.254166
Nguyen Van Su,1,3,0,0.254166
Nguyen Xuan Ky,1,3,0,0.254166
"Pal, Laszlo Gyorgy",1,3,0,0.254166
"Palko, Michael",1,3,0,0.254166
"Szabo, V. E. Sandor",1,3,0,0.254166
"Tahir, Muzahim Bani",1,3,0,0.254166
"Tallos, Peter",1,3,0,0.254166
"Tikk, Domonkos",1,3,0,0.254166
"Tuan, Nguyen Minh",1,3,0,0.254166
"Varlaki, Peter M.",1,3,0,0.254166
"Volkov, V. E.",1,3,0,0.254166
"Zhang, Sheng Hai",1,3,0,0.254166
"Alabau, Fatiha (Alabau-Boussouira)",1,3,0,0.253495
"Albano, Paolo",1,3,0,0.253495
"Baatz, Martine",1,3,0,0.253495
"Backhausz, Agnes Maria",1,3,0,0.253495
"Baiocchi, Claudio",1,3,0,0.253495
"Barhoumi, Alia",1,3,0,0.253495
"Cannarsa, Piermarco",1,3,0,0.253495
"Capistrano-Filho, Roberto de Almeida",1,3,0,0.253495
"Cavalcanti, Marcelo Moreira",1,3,0,0.253495
"de Vries, Martijn",1,3,0,0.253495
"Domingos Cavalcanti, Valeria Neves",1,3,0,0.253495
"Haraux, Alain",1,3,0,0.253495
"Komornik, Zsolt",1,3,0,0.253495
"Kouemou-Patcheu, Solange",1,3,0,0.253495
"Lai, Anna Chiara",1,3,0,0.253495
"Loreti, Paola",1,3,0,0.253495
"Martinez, Patrick",1,3,0,0.253495
"Mazzini, Leonardo",1,3,0,0.253495
"Mehrenberger, Michel",1,3,0,0.253495
"Miara, Bernadette",1,3,0,0.253495
"Pazoto, Ademir Fernando",1,3,0,0.253495
"Pedicini, Marco",1,3,0,0.253495
"Pierre, Michel",1,3,0,0.253495
"Rao, Bopeng",1,3,0,0.253495
"Rodrigues, Jose Henrique",1,3,0,0.253495
"Szilagyi, Tivadar",1,3,0,0.253495
"Tiba, Dan",1,3,0,0.253495
"Vancostenoble, Judith",1,3,0,0.253495
"Vergara-Caffarelli, Giorgio",1,3,0,0.253495
"Viauroux, Christelle K.",1,3,0,0.253495
"Yamamoto, Masahiro",1,3,0,0.253495
"Zhang, Bing-Yu",1,3,0,0.253495
"Zuazua, Enrique",1,3,0,0.253495
"Berger, David W.",1,5,0,0.252945
"Cai, Fang",1,5,0,0.252945
"Chaboud, Alain P.",1,5,0,0.252945
"Chernenko, Sergey V.",1,5,0,0.252945
"Hjalmarsson, Erik",1,5,0,0.252945
"Krishnasami Iyer, Raj S.",1,5,0,0.252945
"Liu, David",1,5,0,0.252945
"Nagirner, Eugene",1,5,0,0.252945
"Schmidt, Anatoly B.",1,5,0,0.252945
"Wongswan, Jon",1,5,0,0.252945
"Wright, Jonathan H.",1,5,0,0.252945
"Abadi, Daniel J.",1,2,0,0.254351
"Adya, Atul",1,2,0,0.254351
"Al-Ghosein, Mohsen",1,2,0,0.254351
"Batkin, Adam",1,2,0,0.254351
"Beeler, Michael D.",1,2,0,0.254351
"Berenson, Hal",1,2,0,0.254351
"Bernstein, Philip A.",1,2,0,0.254351
"Bolker, Ethan D.",1,2,0,0.254351
"Chen, Xuedong",1,2,0,0.254351
"Cheng, Edward",1,2,0,0.254351
"Cherniack, Mitch",1,2,0,0.254351
"Cseri, Istvan",1,2,0,0.254351
"Fekete, Alan David",1,2,0,0.254351
"Ferreira, Miguel",1,2,0,0.254351
"Gawlick, Dieter",1,2,0,0.254351
"Gong, Weiwei",1,2,0,0.254351
"Graefe, Goetz",1,2,0,0.254351
"Gray, James N.",1,2,0,0.254351
"Helland, Pat",1,2,0,0.254351
"Jacobsen, Hans-Arno",1,2,0,0.254351
"Lau, Edmond",1,2,0,0.254351
"Liarokapis, Dimitrios",1,2,0,0.254351
"Lin, Amerson",1,2,0,0.254351
"Liskov, Barbara",1,2,0,0.254351
"Madden, Samuel",1,2,0,0.254351
"Melton, Jim",1,2,0,0.254351
"Muth, Peter",1,2,0,0.254351
"O'Neil, Elizabeth J.",1,2,0,0.254351
"Pal, Shankar",1,2,0,0.254351
"Pick, Achim",1,2,0,0.254351
"Poess, Meikel",1,2,0,0.254351
"Pu, Calton",1,2,0,0.254351
"Quass, Dallan",1,2,0,0.254351
"Rabl, Tilmann",1,2,0,0.254351
"Ramamritham, Krithi",1,2,0,0.254351
"Rasin, Alex",1,2,0,0.254351
"Revilak, Stephen",1,2,0,0.254351
"Rinfret, Denis",1,2,0,0.254351
"Schaller, Gideon",1,2,0,0.254351
"Stonebraker, Michael",1,2,0,0.254351
"Tran, Nga",1,2,0,0.254351
"Vaskevitch, David",1,2,0,0.254351
"Vicik, Rick",1,2,0,0.254351
"Weikum, Gerhard",1,2,0,0.254351
"Westbury, Nigel",1,2,0,0.254351
"Wu, Kesheng",1,2,0,0.254351
"Yedwab, Laura",1,2,0,0.254351
"Zdonik, Stanley B.",1,2,0,0.254351
"Chang, Shiow-Yu",1,8,0,0.253072
"Jackson, Howard L.",1,8,0,0.253072
"Jenq, J. B.",1,8,0,0.253072
"Lin, Gwo Dung",1,8,0,0.253072
"Ouyang, Liang Yuh",1,8,0,0.253072
"P'an, Ch'iao Sung",1,8,0,0.253072
"Rung, Donald C.",1,8,0,0.253072
"Shyr, Huei Jan",1,8,0,0.253072
"Wu, Lung Sheng",1,8,0,0.253072
"Gramain, Francois",1,8,0,0.253579
"Katz, Morris W.",1,8,0,0.253579
"Kopetzky, Hans Gunther",1,8,0,0.253579
"Schopf, Peter",1,8,0,0.253579
"Wyzinski, Henry L.",1,8,0,0.253579
"Hardy, Godfrey Harold",1,8,0,0.252845
"Jones, J. E.",1,8,0,0.252845
"Evyatar, Asriel",2,8,0,0.2529
"Becker, Howard S.",1,5,0,0.253373
"Boykin, Charles M.",1,5,0,0.253373
"Brand, Neal",1,5,0,0.253373
"Kieftenbeld, Vincent",1,5,0,0.253373
"Lowe, Benedik",1,5,0,0.253373
"Martin, Donald A.",1,5,0,0.253373
"May, Russell",1,5,0,0.253373
"Sari, Bunyamin",1,5,0,0.253373
"Seward, Brandon",1,5,0,0.253373
"Grandjot, K.",1,3,0,0.252878
"Knichal, Vladimir",1,3,0,0.252878
"Kossler, Milos",1,3,0,0.252878
"Littlewood, John Edensor",2,3,0,0.2529
"Biro, Peter",1,3,0,0.253172
"Csercsik, David",1,3,0,0.253172
"Csoka, Peter",1,3,0,0.253172
"Herings, P. Jean-Jacques",1,3,0,0.253172
"Lange, Fabien",1,3,0,0.253172
"Lauwers, Luc",1,3,0,0.253172
"Nichifor, Alexandru",1,3,0,0.253172
"Pinter, Miklos",1,3,0,0.253172
"Strobel, Martin",1,3,0,0.253172
"Sziklai, Balazs",1,3,0,0.253172
"Hartman, Philip",2,8,0,0.2532
"Schouten, J. A.",1,8,0,0.253128
"Cannon, E. W.",1,8,0,0.253189
"Coddington, Earl A.",1,8,0,0.253189
"Haviland, E. K.",1,8,0,0.253189
"Jessen, Borge",1,8,0,0.253189
"Kershner, R.",1,8,0,0.253189
"Kudar, J.",1,8,0,0.253189
"Lewis, D. C.",1,8,0,0.253189
"Murnaghan, Francis D.",1,8,0,0.253189
"Putnam, Calvin R.",1,8,0,0.253189
"Wiener, Norbert G.",1,8,0,0.253189
"Maharam, Dorothy (Stone)",2,5,0,0.25364
"Navarro-Bermudez, Francisco J.",1,5,0,0.253095
"Prasad, Vidhu S.",1,5,0,0.253095
"Arens, Richard Friederich",1,10,0,0.253573
"Butler, William",1,10,0,0.253573
"Cohen, Irvin Sol",1,10,0,0.253573
"Freund, Peter G. O.",1,10,0,0.253573
"Jagy, William C.",1,10,0,0.253573
"Kibler, Robert E.",1,10,0,0.253573
"Santharoubane, Louis J.",1,10,0,0.253573
"Schiemann, Alexander",1,10,0,0.253573
"Schilling, Otto F. G.",1,10,0,0.253573
"Shaker, Richard J.",1,10,0,0.253573
"Aljancic, Slobodan",1,8,0,0.252911
"Avakumovic, Vojislav Gregor",1,8,0,0.252911
"Bajsanski, Bogdan M.",1,8,0,0.252911
"Maric, Vojislav",1,8,0,0.252911
"Petrovitch, Michel",1,8,0,0.252911
"Tomic, Miodrag",1,8,0,0.252911
"Vuilleumier, Monique",1,8,0,0.252911
"Wendelin, Hermann",1,8,0,0.252911
"Boltyanski, Vladimir Grigorevich",2,10,0,0.254339
"Jaglom, Isaac M.",1,10,0,0.253145
"Matthews, Gordon",1,10,0,0.253145
"Merriell, David",1,10,0,0.253145
"Paige, Lowell J.",1,10,0,0.253145
"Walton, Lewis F.",1,10,0,0.253145
"Bosanquet, Lancelot Stephen",1,5,0,0.252984
"Berens, Hubert",1,8,0,0.2534
"Blatt, Hans-Peter",2,8,0.000005,0.254345
"Eisenstadt, Bertram J.",1,8,0,0.2534
"Jurkat, Wolfgang B.",1,8,0,0.2534
"Kamke, Erich",1,8,0,0.2534
"Kantorovich, Leonid Vitalevich",1,8,0,0.2534
"Knopp, Konrad",1,8,0,0.2534
"Lorentz, Rudolph Alexander",1,8,0,0.2534
"Macphail, Moray S.",1,8,0,0.2534
"Makovoz, Yuly",1,8,0,0.2534
"Richter-Dyn, Nira",1,8,0,0.2534
"Robinson, Abraham",1,8,0,0.2534
"Shimogaki, Tetsuya",1,8,0,0.2534
"Stangler, S. S.",1,8,0,0.2534
"Tomczak-Jaegermann, Nicole",1,8,0,0.2534
"von Golitschek, Manfred",1,8,0,0.2534
"Wertheim, D. G.",1,8,0,0.2534
"Neumann, Michael",1,10,0,0.25354
"Vitek, Yehoshua",1,10,0,0.25354
"Chu, Fu-Tsu",1,10,0,0.252928
"Lee, Hwa Chung (Li, Hua Zhong)",1,10,0,0.252928
"Wang, Sun Chong",1,10,0,0.252928
"Zheng, De Xun",1,10,0,0.252928
"Baratchart, Laurent",1,8,0,0.253763
"Bos, Len P.",1,8,0,0.253763
"Brudnyi, Alexander",1,8,0,0.253763
"Carleson, Lennart Axel Edvard",1,8,0,0.253763
"Dragnev, Peter D.",1,8,0,0.253763
"Feng, Lei^4",1,8,0,0.253763
"Golinskii, Leonid Borisovich",1,8,0,0.253763
"Hatvani, Laszlo",1,8,0,0.253763
"Kerchy, Laszlo",1,8,0,0.253763
"Kincses, Janos",1,8,0,0.253763
"Krisztin, Tibor",1,8,0,0.253763
"Kustner, Reinhold",1,8,0,0.253763
"Lundberg, Erik Eugene",1,8,0,0.253763
"Mazhar, Syed Mohammad",1,8,0,0.253763
"Nagy, Bela^1",1,8,0,0.253763
"Shirokov, Nikolai A.",1,8,0,0.253763
"Simon, Barry",1,8,0,0.253763
"Stahl, Herbert R.",1,8,0,0.253763
"Taylor, Rodney",1,8,0,0.253763
"Tookos, Ferenc",1,8,0,0.253763
"Ullman, Joseph L.",1,8,0,0.253763
"Varga, Tamas^3",1,8,0,0.253763
"Vincze, Istvan",1,8,0,0.253763
"Yuditskii, Peter",1,8,0,0.253763
"Zhang, John (Jiaxiang)",1,8,0,0.253763
"Zhou, Song Ping",1,8,0,0.253763
"Agosta, Giovanni",1,4,0,0.255116
"Albeck, Amir",1,4,0,0.255116
"Albonesi, David Henry",1,4,0,0.255116
"Allalouf, Miriam",1,4,0,0.255116
"Alves, Marco Antonio Zanata",1,4,0,0.255116
"Annamalai, Arunachalam",1,4,0,0.255116
"Ashok, Raksit",1,4,0,0.255116
"Audet, Yves",1,4,0,0.255116
"Barenghi, Alessandro",1,4,0,0.255116
"Bekkerman, Anna",1,4,0,0.255116
"Berg, Menachem",1,4,0,0.255116
